gene,log fold change,p-value,adjusted p-value,cluster
PDLIM5,0.8493457,4.824991508160819e-21,1.1116402004096003e-19,Fib1
CAV1,0.38267744,5.97347272380288e-21,1.3721021933246465e-19,Fib1
P4HB,0.35052335,6.0623040552328296e-21,1.3904158324877098e-19,Fib1
TGFBR2,0.4988183,8.988519176650003e-21,2.0523113665669476e-19,Fib1
PROCR,1.0235448,1.1052883848433252e-20,2.5161371204890897e-19,Fib1
LRRC2,1.9232471,1.2140521442340725e-20,2.7596200153534907e-19,Fib1
ITGA5,1.2571771,1.2792520770595354e-20,2.8991951746416032e-19,Fib1
MAF,0.64057875,1.3168648168394466e-20,2.980016307736674e-19,Fib1
UTRN,0.7298286,1.467038796277851e-20,3.310046914792345e-19,Fib1
TRAC,2.184556,1.480402269815746e-20,3.3352720754329676e-19,Fib1
VCL,0.60851276,1.582952162465003e-20,3.5610595407441705e-19,Fib1
SKI,0.7215717,1.6796145039643806e-20,3.767417261094848e-19,Fib1
EIF4G2,0.41014463,3.215010200268698e-20,7.179719416535726e-19,Fib1
GLUD1,0.72335654,4.280537469601882e-20,9.531371697983783e-19,Fib1
MT-ATP6,0.35346305,4.5660788395425026e-20,1.0152380534790645e-18,Fib1
AES,0.45301268,5.423807993129428e-20,1.2041957426606398e-18,Fib1
FEZ1,0.9202519,8.785877040704179e-20,1.9478123627976246e-18,Fib1
KDSR,0.66402286,9.199469592957179e-20,2.0365492468466797e-18,Fib1
MXRA8,0.31063497,1.5736065966174115e-19,3.463521723822905e-18,Fib1
MT-ATP8,0.3677891,2.813321986043899e-19,6.147853124008664e-18,Fib1
FOXN3,0.66467583,3.292716836037877e-19,7.164707930267603e-18,Fib1
ABL1,0.8245292,5.817454223213284e-19,1.2604484150295448e-17,Fib1
DYNC1H1,0.5622445,7.433757895464464e-19,1.6083661735583525e-17,Fib1
MT-ND3,0.3475763,8.370941190416883e-19,1.8085732204189233e-17,Fib1
OS9,0.40018454,8.520625007923407e-19,1.8383128106783904e-17,Fib1
C6orf132,2.4910002,1.2142106058033176e-18,2.6049251409614715e-17,Fib1
FBLN5,0.33512887,1.3381609888330005e-18,2.866817546202536e-17,Fib1
HNRNPUL1,0.4872484,1.348333729362606e-18,2.8845655064445107e-17,Fib1
CPVL,1.4492358,1.4665221031350878e-18,3.1330244930613244e-17,Fib1
PDLIM1,0.7187249,2.175779405085743e-18,4.641764024117978e-17,Fib1
S100A13,0.31062484,6.406267578529654e-18,1.357222430818869e-16,Fib1
MT-ND4L,0.32372397,7.356774151296201e-18,1.5564366365796326e-16,Fib1
MT-ND2,0.17588338,7.433345180771884e-18,1.5704612397827183e-16,Fib1
CTSA,0.6837419,1.0993317691125315e-17,2.3098064337268116e-16,Fib1
ESYT2,0.7922374,1.1535900269156166e-17,2.420479074331874e-16,Fib1
MSN,0.48881692,1.2648212603991086e-17,2.6502256176401077e-16,Fib1
METTL7A,0.4661509,1.4465245943912607e-17,3.0268031752502066e-16,Fib1
IRX5,1.5300709,1.5536059925254e-17,3.246420182739464e-16,Fib1
ACTR3,0.6418919,2.8495807559024715e-17,5.914041582392697e-16,Fib1
FAM210B,0.71395886,4.161418878533086e-17,8.566802340915484e-16,Fib1
NTN4,1.5744187,7.782173380330275e-17,1.5849693117939327e-15,Fib1
ASAP2,1.5482264,8.138968345663347e-17,1.6532279452128674e-15,Fib1
C17orf58,1.6993138,1.1851210222927765e-16,2.3819373178318634e-15,Fib1
HSPG2,0.51106846,1.5107602617324076e-16,3.0244905632978408e-15,Fib1
CFL1,0.26808375,1.5957560818703442e-16,3.1904678207551714e-15,Fib1
DAD1,0.32333595,1.831761707116274e-16,3.657537264862888e-15,Fib1
CKAP4,0.5193487,1.9713613564453352e-16,3.926016260717405e-15,Fib1
PRRG3,1.441491,2.5444675502841183e-16,5.060773675858061e-15,Fib1
RAB32,1.0045171,2.5823201346865285e-16,5.1293810217603024e-15,Fib1
REV3L,0.6008214,3.170158921077687e-16,6.2725618548525485e-15,Fib1
HSPB8,1.5417864,3.581913349718732e-16,7.078101735699046e-15,Fib1
PTP4A2,0.40889508,3.8183412292282647e-16,7.535550681713403e-15,Fib1
PCSK5,1.4899039,4.722262295698361e-16,9.295432547267071e-15,Fib1
KLF13,0.721011,5.292385940065211e-16,1.0390899130397955e-14,Fib1
GSTO1,0.50412863,5.657509632550941e-16,1.1079289697078927e-14,Fib1
GLRX,1.0054202,6.14223199407162e-16,1.2013136198392317e-14,Fib1
FAXDC2,0.6786868,6.967496050034455e-16,1.3575064051565855e-14,Fib1
PLD3,0.49159992,9.223906225373657e-16,1.790281672078559e-14,Fib1
RAI2,0.73545974,1.156518305391976e-15,2.2390135760281917e-14,Fib1
KRTCAP2,0.34539792,1.1781688962762022e-15,2.278041758306201e-14,Fib1
MAN1A1,0.568512,1.2257990029427359e-15,2.3671402996144488e-14,Fib1
RHOB,0.53644115,1.254760290500372e-15,2.4200080097718663e-14,Fib1
UBR4,0.9664136,1.5041447472262562e-15,2.890039121242901e-14,Fib1
GXYLT2,1.1276468,1.7544884813658187e-15,3.366810496590814e-14,Fib1
GABARAPL1,0.8833964,1.866411854295731e-15,3.5726116634545476e-14,Fib1
UCHL1,1.3328813,2.4142125794281525e-15,4.5981417893721983e-14,Fib1
ALCAM,1.693645,2.858857855252662e-15,5.431474345644827e-14,Fib1
MMP27,1.4260832,2.892415230240547e-15,5.48840281266141e-14,Fib1
EMX2OS,0.67616546,3.174097394740501e-15,6.00797245410919e-14,Fib1
TFDP2,0.750888,3.3335477566305016e-15,6.301973017639964e-14,Fib1
SESTD1,0.69185734,3.702808946860058e-15,6.991397609800667e-14,Fib1
SEMA3D,1.3270591,6.0929280296603636e-15,1.1405572996698782e-13,Fib1
PCYOX1,0.60922194,6.66134346363381e-15,1.2454347785435306e-13,Fib1
PFN1,0.27661374,7.441160106848122e-15,1.387820685388498e-13,Fib1
PRUNE2,2.2509153,8.487265211201813e-15,1.5771651593808722e-13,Fib1
NOVA1,0.7528748,9.311508073468399e-15,1.7282294753612367e-13,Fib1
TMEM109,0.46584862,1.0959805737488289e-14,2.0292246380622256e-13,Fib1
CCNY,0.7582125,1.2434576471626421e-14,2.2967128851764643e-13,Fib1
HDGF,0.50773257,1.3443504337311298e-14,2.4770751357349827e-13,Fib1
CXCL14,0.16422616,1.4183836952312542e-14,2.604063815463631e-13,Fib1
MT-ND1,0.20786478,2.055506247037103e-14,3.7647311658863006e-13,Fib1
ADH5,0.35876447,2.8391418132408312e-14,5.187546793929868e-13,Fib1
UGDH,0.79587287,3.128574907569566e-14,5.695945377011337e-13,Fib1
FYCO1,1.1308657,3.871815520032e-14,7.01565623588242e-13,Fib1
CREB3L1,0.57028407,4.1168551633498516e-14,7.442007410670886e-13,Fib1
FAM102A,1.0245466,4.151298575194513e-14,7.495400205212315e-13,Fib1
XPNPEP2,0.84445566,4.199702037165204e-14,7.573842812006906e-13,Fib1
CD109,0.66930544,4.875613313363642e-14,8.782428462456325e-13,Fib1
EPB41L3,1.21422,6.192151208070165e-14,1.1127659965090797e-12,Fib1
SEPT2,0.28832844,6.490164517671905e-14,1.164950211603271e-12,Fib1
VSIR,0.7594467,8.660300353045297e-14,1.5508333867850751e-12,Fib1
RRAS,0.64751226,9.365740784669284e-14,1.6732361460330212e-12,Fib1
COPA,0.5325592,9.779854931772965e-14,1.7451785523695332e-12,Fib1
MATN4,4.1512327,1.0455894483642485e-13,1.8614660633757455e-12,Fib1
NPC2,0.26460588,1.155880226350474e-13,2.0506469753198013e-12,Fib1
CELF2,0.582873,1.2352312066857752e-13,2.1888812856293753e-12,Fib1
DAG1,0.93926823,1.4138595008438303e-13,2.499618504096008e-12,Fib1
ZBTB4,0.5598519,1.423428763917485e-13,2.5136270946635356e-12,Fib1
GARS,0.737299,1.45173672682618e-13,2.560655716197448e-12,Fib1
STOM,0.33554593,2.1730899137692877e-13,3.807130948726548e-12,Fib1
KDELR2,0.28380665,2.719650997486999e-13,4.758610422292544e-12,Fib1
CDV3,0.6142115,2.88177048500713e-13,5.036503908293353e-12,Fib1
PERP,0.6399712,2.9177153557407994e-13,5.093497378164653e-12,Fib1
ECM2,0.42882732,4.842512560572848e-13,8.386550948157625e-12,Fib1
SASH1,0.60813516,5.456576865628892e-13,9.428643848696981e-12,Fib1
DNM1,0.7688144,5.713760933455382e-13,9.850756011120875e-12,Fib1
CMTM3,0.44778174,6.666123364616389e-13,1.1466783152535512e-11,Fib1
CDKN1C,0.5757643,6.966284318870424e-13,1.1969628005708181e-11,Fib1
FOXO1,0.8328261,7.565958553815718e-13,1.295627992259362e-11,Fib1
TGOLN2,0.4381823,7.991649203533941e-13,1.365463552393523e-11,Fib1
TLN1,0.41410816,9.122603053054298e-13,1.555220553966567e-11,Fib1
NME2,0.30431563,9.829520492976883e-13,1.673867620180846e-11,Fib1
DOCK11,1.3808,1.1197026380858184e-12,1.9024980864027672e-11,Fib1
EHD4,1.2967479,1.2671267018168432e-12,2.1482086981412078e-11,Fib1
HM13,0.5349782,1.393523192397784e-12,2.3572609926773145e-11,Fib1
JAZF1,1.0666481,1.5844344002851156e-12,2.671328417699243e-11,Fib1
SLFN5,0.7447301,1.5933641884090361e-12,2.6834220482853392e-11,Fib1
HEXA,0.5424208,1.6680911076208623e-12,2.8000100735064474e-11,Fib1
RAC1,0.23443826,1.7197282609878672e-12,2.8835180226772415e-11,Fib1
SAMHD1,0.5007068,1.7879935460249987e-12,2.991413079466797e-11,Fib1
FAM180A,0.6749228,2.246133540618361e-12,3.745599326740771e-11,Fib1
RASSF2,0.89047164,2.46954504343295e-12,4.1047117016799036e-11,Fib1
C1QTNF7,0.8306527,2.4990085008829852e-12,4.1491690055421305e-11,Fib1
PTGFRN,0.6863813,2.742907028452258e-12,4.539317969621695e-11,Fib1
CLDN11,2.1631994,2.8671278722007777e-12,4.7346354862558784e-11,Fib1
PCBP1,0.29225639,3.1134276772685508e-12,5.132492424772248e-11,Fib1
LRP1,0.24852285,3.202846025522908e-12,5.271925974123106e-11,Fib1
BACE2,0.80304587,3.2120693474200633e-12,5.281416499660007e-11,Fib1
NFIC,0.35547003,3.910612229403098e-12,6.375090907591497e-11,Fib1
TUBB2A,0.60661244,3.9968451068894826e-12,6.501790096670591e-11,Fib1
CA5B,1.1542002,4.266350908259692e-12,6.932820225921999e-11,Fib1
SETD7,0.62544924,4.616237962586932e-12,7.477522256470348e-11,Fib1
RAB23,1.1830202,4.738647334090805e-12,7.643383107522392e-11,Fib1
MT-ND5,0.22855085,4.82853974414824e-12,7.780162931631262e-11,Fib1
CTTN,0.53127587,4.958252840472275e-12,7.980749435006743e-11,Fib1
IL13RA1,0.6293259,5.297441586409087e-12,8.517728445515663e-11,Fib1
NPR2,0.91244924,5.8799311445879316e-12,9.424548607930814e-11,Fib1
OAF,0.5879524,5.9907779137236954e-12,9.59215226751881e-11,Fib1
BIN1,0.7774836,6.269546347913239e-12,1.0027991671662275e-10,Fib1
ADAMTS5,0.6163135,6.766402546354697e-12,1.0800083479160711e-10,Fib1
GUSB,0.6516917,6.820981266625119e-12,1.0875833908945585e-10,Fib1
SOD3,0.2322677,7.58437650849778e-12,1.206784907992746e-10,Fib1
PAPLN,1.4621652,7.875047196470718e-12,1.250429791331499e-10,Fib1
SRPRA,0.54602456,9.091655195686402e-12,1.4406123767023837e-10,Fib1
GALNT12,1.981942,9.497037361051787e-12,1.5032875201043115e-10,Fib1
EFS,0.9079067,9.85379448436318e-12,1.5581440036091881e-10,Fib1
AKAP12,0.59058684,1.0349891641814359e-11,1.631523166447e-10,Fib1
CDC42,0.36454526,1.0777878381251443e-11,1.6954901367004715e-10,Fib1
MRPS24,0.6399191,1.0924414318146674e-11,1.7167739579186258e-10,Fib1
SLC35F6,1.0957614,1.2822294031479669e-11,2.008826064931815e-10,Fib1
PRRX2,0.48886663,1.2970267604564804e-11,2.0299266153660594e-10,Fib1
MAPK1,0.59624636,1.313106146099359e-11,2.052988370692703e-10,Fib1
APBB1IP,1.9242823,1.3629852403793762e-11,2.1287934096927372e-10,Fib1
C1QTNF1,1.0061007,1.640646949483986e-11,2.5572328727926415e-10,Fib1
CCPG1,0.5444684,1.806181354742417e-11,2.8123771859011643e-10,Fib1
PPP1R14B,1.0136672,1.8154613888362058e-11,2.823948341596033e-10,Fib1
TPRG1L,0.7710119,1.9090343071175848e-11,2.963465349717592e-10,Fib1
TRAPPC5,0.6121212,2.0883520823955496e-11,3.23853584351188e-10,Fib1
TPRG1,1.4661841,2.1152206089281584e-11,3.2768757405048293e-10,Fib1
RGCC,0.37785736,2.2255488229690235e-11,3.440815614458688e-10,Fib1
PLEC,0.4774517,2.715715685465736e-11,4.1901572823726387e-10,Fib1
GLIPR2,0.82448465,3.6366908634350044e-11,5.58857675442351e-10,Fib1
SMAD3,0.8205779,3.673857117372202e-11,5.640016830940742e-10,Fib1
SLC39A14,0.9356344,4.585810267409706e-11,7.018862909286901e-10,Fib1
NR3C1,0.42095655,5.347817610876781e-11,8.168791400614282e-10,Fib1
XBP1,0.40069953,5.621144641813266e-11,8.577720719650113e-10,Fib1
PDGFD,0.45295382,6.412699004651988e-11,9.766099431311976e-10,Fib1
GLT8D1,0.5325123,6.98294374135243e-11,1.0602829587391488e-09,Fib1
STAT6,0.5266544,8.026334125338861e-11,1.2175000373838241e-09,Fib1
FABP3,2.6333935,8.567811279393768e-11,1.2944937417679506e-09,Fib1
ALDH1A1,0.3714256,1.0733267900666048e-10,1.615277509188905e-09,Fib1
ZMIZ1,0.52060485,1.0871051177815069e-10,1.6342441477665067e-09,Fib1
P4HA2,0.8030634,1.290541818985315e-10,1.9307567370225944e-09,Fib1
CCDC6,0.88129604,1.3270800111363353e-10,1.9815393128159844e-09,Fib1
PDPN,0.8596262,1.3979192131065883e-10,2.081210134522723e-09,Fib1
SEMA3B,2.0021336,1.4303142175945676e-10,2.127366083131161e-09,Fib1
AFF1,0.712748,1.7092666785335935e-10,2.5397907115370273e-09,Fib1
ADCY7,1.3281919,2.1254611417591932e-10,3.149022205661656e-09,Fib1
CD24,2.590147,2.1790137370820144e-10,3.2252359335201326e-09,Fib1
MYO1C,0.48078755,2.21101847037988e-10,3.269439219269377e-09,Fib1
PIEZO2,2.1801136,2.396329982243299e-10,3.5331988879118144e-09,Fib1
ZFP91,0.741716,2.419404098331003e-10,3.5637799037614337e-09,Fib1
ARL8B,0.6885366,2.4291890255608936e-10,3.5747458926245324e-09,Fib1
CDC42BPB,0.8549539,2.484067331371252e-10,3.6519854173913257e-09,Fib1
PEAK1,0.5873492,2.5398001684375705e-10,3.730331497392682e-09,Fib1
COPZ2,0.45212176,2.7077331508925513e-10,3.9731627166074664e-09,Fib1
MARCH2,1.0822121,2.9386205649070376e-10,4.29956217710297e-09,Fib1
LHFPL6,0.25092635,2.979597696734067e-10,4.355344958623241e-09,Fib1
YWHAE,0.2798203,3.1140617043479597e-10,4.547542307257656e-09,Fib1
EML1,1.0106951,3.2854602660623e-10,4.788683737032599e-09,Fib1
RNF130,0.46917874,3.407579308482289e-10,4.952499898864602e-09,Fib1
ADD1,0.36237273,3.411372824800495e-10,4.9533003706109854e-09,Fib1
AFAP1L1,2.175304,4.2859774549553354e-10,6.187930588321621e-09,Fib1
ENTPD1,1.0117562,4.5775062221004495e-10,6.583936680092689e-09,Fib1
BDKRB2,2.792768,4.846757836784331e-10,6.951570512383161e-09,Fib1
CTSL,0.37025616,5.198319359055862e-10,7.4488112766959e-09,Fib1
TNKS1BP1,0.6841989,5.308710377423249e-10,7.592748222391397e-09,Fib1
TRAM2,0.81862336,6.135282747571412e-10,8.766739379714997e-09,Fib1
PPIA,0.18532974,6.424706612436333e-10,9.171719019155606e-09,Fib1
ILK,0.51171064,6.498392719257706e-10,9.259603431591554e-09,Fib1
LAMP2,0.43455568,7.160317250899713e-10,1.019327548998072e-08,Fib1
WASF2,0.300747,7.666667822884381e-10,1.0893800092517108e-08,Fib1
SH3BP5,0.46261403,8.458110480749087e-10,1.200721538972512e-08,Fib1
EPRS,0.50734776,9.377510623501131e-10,1.326309951610924e-08,Fib1
SNX21,0.76296943,9.436164054509554e-10,1.3321386869929154e-08,Fib1
ADAM9,0.9493776,1.048058445354246e-09,1.4782172440245713e-08,Fib1
TMEM214,0.7142585,1.094789835367774e-09,1.5384466177776215e-08,Fib1
MATN2,0.39192772,1.170457094268886e-09,1.6432658193894516e-08,Fib1
ZDHHC9,0.6714188,1.186817836018356e-09,1.6647054586942505e-08,Fib1
GYPC,0.5569032,1.225421238640588e-09,1.714130899288918e-08,Fib1
OLFML2B,0.48159346,1.2328597416695661e-09,1.7229581476672117e-08,Fib1
GSTP1,0.20092422,1.3973065197780224e-09,1.943884980838733e-08,Fib1
RABGEF1,1.0953238,1.527176532290921e-09,2.1168440590511632e-08,Fib1
GLDN,0.66851926,1.5752415068922524e-09,2.1795121392915903e-08,Fib1
FNDC3B,0.5310485,1.6567015396532785e-09,2.2880755893493515e-08,Fib1
MN1,1.3984292,1.802346149692826e-09,2.486977184874247e-08,Fib1
TMBIM6,0.20522085,1.8392436761919858e-09,2.5355999236310994e-08,Fib1
ARF4,0.26453248,1.8718510858366325e-09,2.5782259094819262e-08,Fib1
CERS2,0.42009285,1.943971830017944e-09,2.6727425475719258e-08,Fib1
ARFGEF3,1.8332443,1.9492339561604424e-09,2.6775673273696726e-08,Fib1
NHSL1,1.6553466,2.161585435874952e-09,2.966596364150035e-08,Fib1
TMED10,0.27914476,2.178961819772676e-09,2.9877595868067883e-08,Fib1
ACTR1A,0.6553304,2.2390262262319374e-09,3.061873375621562e-08,Fib1
CAPS,1.493671,2.3701757162003084e-09,3.2354275303806715e-08,Fib1
APPL2,0.72993225,2.5398203024613803e-09,3.46390670715157e-08,Fib1
PBX1,0.43321562,2.58180928193907e-09,3.518031827084683e-08,Fib1
HUNK,2.3136559,2.600141367531392e-09,3.5367016374926104e-08,Fib1
PEA15,0.3681047,2.682010167573672e-09,3.644813639651943e-08,Fib1
MEGF6,0.65965015,2.8691293333964434e-09,3.8956400504560596e-08,Fib1
NTRK2,0.24453692,2.917422331992242e-09,3.957693261206172e-08,Fib1
TNS1,0.43696576,2.9632881521396985e-09,4.0163466303401865e-08,Fib1
TMEM159,0.4859568,3.2726461314506016e-09,4.419953108568341e-08,Fib1
ATP6V0E1,0.25849402,3.6860546435747815e-09,4.969504384872444e-08,Fib1
SPAG17,2.6389458,3.8307451415379576e-09,5.1554741882812606e-08,Fib1
LTBP4,0.30745956,3.935351204575299e-09,5.286938403684054e-08,Fib1
CHPT1,0.67204726,4.74389862836617e-09,6.343438544066216e-08,Fib1
GPS2,0.60404146,4.784277518112169e-09,6.388097822479316e-08,Fib1
TUBB4B,0.46091014,5.550631135202091e-09,7.391969537071659e-08,Fib1
MRFAP1,0.22716638,5.914457370498541e-09,7.86277948950089e-08,Fib1
MASP1,0.7848024,6.03216948063102e-09,8.012294679707725e-08,Fib1
TMED4,0.53121513,6.051534875065923e-09,8.031033467995827e-08,Fib1
STIM1,0.9449235,6.730636541847694e-09,8.893639548159476e-08,Fib1
UBE2D4,0.7476904,7.04631278642931e-09,9.294682885380632e-08,Fib1
HGSNAT,0.5948725,7.4252510051704215e-09,9.777647336549843e-08,Fib1
PNRC2,0.430003,8.068395099458367e-09,1.0597139737250779e-07,Fib1
ARCN1,0.4131085,8.431683289911944e-09,1.1055275729906005e-07,Fib1
IDS,0.47744152,8.605443579857484e-09,1.1273426302086026e-07,Fib1
LOXL4,1.3939247,1.0415365323169038e-08,1.3586225901913497e-07,Fib1
BACE1,0.5480204,1.0609165162539035e-08,1.3827218247251175e-07,Fib1
NCOA4,0.42267618,1.1544474169560365e-08,1.5007816420428475e-07,Fib1
BSG,0.33358082,1.157630771610576e-08,1.503640309213567e-07,Fib1
ACOX1,0.95487326,1.2158432031170848e-08,1.5779103591855115e-07,Fib1
KDELR3,0.5266826,1.2209007525680626e-08,1.5831289469844784e-07,Fib1
CLEC2B,0.37908486,1.3278969872356762e-08,1.7131441283804858e-07,Fib1
PSMB4,0.30657592,1.358779905407628e-08,1.7515074308102548e-07,Fib1
STK38,0.70211905,1.3757325761125085e-08,1.7718646796052756e-07,Fib1
NOTCH2,0.36318448,1.5632388800029023e-08,2.001548524060715e-07,Fib1
TCF7L2,0.30884555,1.624707508526495e-08,2.0767704763801015e-07,Fib1
SVBP,0.6426626,1.8924463764893363e-08,2.402919235317923e-07,Fib1
FNDC1,0.959344,1.919514360263529e-08,2.435264273507093e-07,Fib1
STEAP4,0.5992119,2.0706128621755566e-08,2.618262538885068e-07,Fib1
SLC37A3,0.93495154,2.0742088453798596e-08,2.6206402078724034e-07,Fib1
NNMT,0.20338573,2.226168817515487e-08,2.8079875051650755e-07,Fib1
COL6A2,0.18277334,2.2617994172591274e-08,2.8505764107783143e-07,Fib1
ISM1,0.72818166,2.2736771150436228e-08,2.8608252003534876e-07,Fib1
PTGFR,0.47328544,2.318847416997205e-08,2.915258789681671e-07,Fib1
PJA2,0.3990487,2.453332997516587e-08,3.0817978237718637e-07,Fib1
BAG2,1.1293944,2.4936844426764087e-08,3.1299120675334547e-07,Fib1
BST1,1.0444443,2.6695846165152512e-08,3.342451230923808e-07,Fib1
DHRS7,0.36216548,2.7932451429617562e-08,3.491556428702195e-07,Fib1
SEMA3E,1.9994843,2.9080492147073683e-08,3.6202487167608025e-07,Fib1
ZMAT3,0.77856296,2.995253934203326e-08,3.725773928742329e-07,Fib1
CHP1,0.49478844,3.120935959496624e-08,3.8726479919830167e-07,Fib1
DUSP22,0.8735676,3.5791785014555455e-08,4.4232970558036776e-07,Fib1
PPP2CB,0.5475306,3.6516229857062755e-08,4.5055364383411437e-07,Fib1
KIRREL1,0.6682899,3.6912313671091674e-08,4.5507311648581547e-07,Fib1
FLNB,0.7097083,4.019010000848533e-08,4.934917826604609e-07,Fib1
FTO,0.47432205,4.0390011011793604e-08,4.955481270724075e-07,Fib1
RRAGD,1.4538981,4.156757838692323e-08,5.091778346914614e-07,Fib1
AVPI1,1.254583,4.201748979210476e-08,5.142765677679489e-07,Fib1
CREG1,0.33521232,4.237945169480691e-08,5.1829153293689e-07,Fib1
VGLL3,0.60988986,4.419815334222405e-08,5.401014338419779e-07,Fib1
GOLIM4,0.54878527,4.5173931737565327e-08,5.507037568166883e-07,Fib1
NIPAL2,1.0554239,4.786147071846347e-08,5.820732207201668e-07,Fib1
IRF2BP2,0.4286299,4.8029883590633744e-08,5.836566999577809e-07,Fib1
KLF3,0.6156492,4.8643962419302925e-08,5.906490667367664e-07,Fib1
CNPPD1,0.6925043,6.121399686221382e-08,7.397498434100602e-07,Fib1
SURF4,0.3633696,6.223465071380179e-08,7.508959633912498e-07,Fib1
PTPRS,0.35011292,6.334742265775102e-08,7.637189274642043e-07,Fib1
EXPH5,1.4892284,6.509329669419186e-08,7.841483493720668e-07,Fib1
SP5,1.3295276,6.540067315791744e-08,7.8661045865133e-07,Fib1
DBI,0.28175923,6.678143929915299e-08,8.025857476747144e-07,Fib1
ADCY2,1.8271048,7.16644935315372e-08,8.605936624954645e-07,Fib1
COX7A1,0.3962979,7.402058021719423e-08,8.87491650563298e-07,Fib1
TRIP10,0.625883,8.666411455966321e-08,1.0358328246469919e-06,Fib1
ARHGEF12,0.5076534,8.80561628074607e-08,1.0516480741860535e-06,Fib1
PPP1R12B,1.2374654,8.969791042034104e-08,1.0695828116086725e-06,Fib1
PSMA6,0.37569785,1.0080897982586642e-07,1.1974005962986856e-06,Fib1
SNX33,0.9482541,1.0702661828860902e-07,1.2663296625549983e-06,Fib1
TSKU,0.47719753,1.1849600486426842e-07,1.396625365973534e-06,Fib1
TMEM127,0.73792684,1.1874872762023317e-07,1.398524914725568e-06,Fib1
RALA,0.57629555,1.2561337585088696e-07,1.4748226872577236e-06,Fib1
ACE,1.9951416,1.4510269497474897e-07,1.6945287964367665e-06,Fib1
ZDHHC7,0.7750344,1.5736036300112035e-07,1.8320728238125864e-06,Fib1
ACOT9,0.7398695,1.5952844653901678e-07,1.8559002443895516e-06,Fib1
SGCG,1.0634665,1.614150314395453e-07,1.8764190298622942e-06,Fib1
CORO2B,0.98348236,1.6332368506429185e-07,1.8971629576859758e-06,Fib1
PTPRA,0.44129357,1.960994135141688e-07,2.265823405014318e-06,Fib1
RSU1,0.41485715,2.0323792393246704e-07,2.344757770444437e-06,Fib1
DKK1,2.2232065,2.2828263480136983e-07,2.6198476683628283e-06,Fib1
ENPP1,1.2942224,2.3152417091052218e-07,2.6550538368305e-06,Fib1
TM9SF1,0.57106143,2.4738646194193586e-07,2.832704802221192e-06,Fib1
SNX7,0.42418224,2.8555052506566476e-07,3.257493853904428e-06,Fib1
TRAM1,0.26936942,3.220582195044109e-07,3.665752088621368e-06,Fib1
MIA3,0.5159353,3.5164529740821375e-07,3.9906254962187705e-06,Fib1
WIF1,0.64168215,3.6037412674127403e-07,4.083616310068962e-06,Fib1
BSCL2,0.5968783,3.669222466419964e-07,4.151657272189996e-06,Fib1
SFXN3,0.5923685,3.723521858082124e-07,4.209977526440003e-06,Fib1
GYG1,0.67908835,3.792487331744864e-07,4.2847813603848225e-06,Fib1
PITPNA,0.7538905,3.9046203573422546e-07,4.404953911255756e-06,Fib1
RNF19A,0.6655766,4.188531424391772e-07,4.704398346145906e-06,Fib1
RGS10,0.5983994,4.518828698370182e-07,5.067922787636162e-06,Fib1
CYB561,1.0496242,4.863556602232033e-07,5.4425514358310845e-06,Fib1
SMIM14,0.5062773,5.319511400756724e-07,5.935393473086849e-06,Fib1
C1QTNF2,0.8349489,5.94312323580785e-07,6.611886921119075e-06,Fib1
PCBD1,0.5292699,6.020854250747052e-07,6.693489714713335e-06,Fib1
GLRB,2.1673133,6.434382058985127e-07,7.142818746438795e-06,Fib1
SAMD4B,0.6486745,6.501692461459979e-07,7.207064756807052e-06,Fib1
SVIL,0.38966954,7.193490534517829e-07,7.95083704158899e-06,Fib1
F10,0.38253078,7.294772109690656e-07,8.056951842048067e-06,Fib1
CRYL1,0.5895983,7.91958351847936e-07,8.721819628318112e-06,Fib1
