gene,log fold change,p-value,adjusted p-value,cluster
SOD2,0.5751439,1.1962830505161916e-16,4.350767523008292e-15,Fib4
VCAM1,1.098158,1.7380541567733586e-16,6.246771116403071e-15,Fib4
THY1,0.3806187,2.5441467561551224e-16,8.983579768332213e-15,Fib4
NOTCH3,1.3821456,3.751135343568453e-16,1.3172090200691522e-14,Fib4
RPS10,0.30042982,4.227047279854122e-16,1.4809208073342133e-14,Fib4
RPL8,0.2252919,5.839682341188944e-16,2.031916805504809e-14,Fib4
GABBR1,2.8938653,7.381200878944491e-16,2.54509804573086e-14,Fib4
MT-ATP8,0.35239783,1.8681945808891875e-15,6.313423058204057e-14,Fib4
COL18A1,0.71714646,8.600352021644578e-15,2.819106805378132e-13,Fib4
ADRA2A,1.787577,8.671439255185486e-15,2.836321940534439e-13,Fib4
TOMM7,0.26286852,1.619353502797763e-14,5.240598465092336e-13,Fib4
OSMR,1.1469846,2.2688435824003267e-14,7.192163078158276e-13,Fib4
EBF1,0.83798105,4.2975032639825076e-14,1.3396808644353634e-12,Fib4
ID4,1.2064693,1.9997936496723663e-13,6.001345382857641e-12,Fib4
EEF1B2,0.28670174,4.5423607119310706e-13,1.3368894002841446e-11,Fib4
LGALS3,0.21704803,7.297437482373735e-13,2.119170295499217e-11,Fib4
CP,0.66805243,1.2363871255670918e-12,3.5169112370646796e-11,Fib4
SLIT2,0.87457174,1.4097086073443e-12,3.972933390624388e-11,Fib4
EDNRB,1.1602966,1.4901422336037655e-12,4.17649956299037e-11,Fib4
LPAR1,0.6908086,2.3367738039026516e-12,6.385370278106083e-11,Fib4
SYVN1,0.44514546,3.785950575969362e-12,1.0110208924463637e-10,Fib4
LIFR,1.3135172,5.167755357404512e-12,1.3609907428336884e-10,Fib4
FKBP1A,0.4106113,5.2930012311886835e-12,1.3915764854803295e-10,Fib4
AHR,0.8892844,1.45453402885384e-11,3.7404052678017524e-10,Fib4
RPL36,0.15547463,1.700074863050546e-11,4.349856538207218e-10,Fib4
SOD3,0.20545124,3.048425327462309e-11,7.621063318655773e-10,Fib4
FXYD6,2.0123336,3.318600059738404e-11,8.255963503665165e-10,Fib4
NAP1L1,0.32472855,3.487722231630094e-11,8.648531994829495e-10,Fib4
FLT3LG,1.2358915,4.4241072105905626e-11,1.0795245629675854e-09,Fib4
IL1R1,0.68435234,1.0670607323826856e-10,2.516880698863041e-09,Fib4
A2M,0.7975826,1.3138209441708057e-10,3.0827365471903315e-09,Fib4
ARHGDIB,0.86891615,1.6815011021469665e-10,3.909426078431494e-09,Fib4
P2RY14,2.2919974,3.0205642588749173e-10,6.845566625269194e-09,Fib4
LTBP1,0.5136613,4.657289860976026e-10,1.0295239164458583e-08,Fib4
ICAM2,2.1369157,4.712300445653287e-10,1.0401790362334388e-08,Fib4
TBX18,0.84635115,4.736153619616311e-10,1.0439357365027295e-08,Fib4
BTG1,0.45595062,6.038770739122579e-10,1.3065470685566202e-08,Fib4
PSME1,0.33877525,6.539103002393827e-10,1.4108022367452786e-08,Fib4
PSME2,0.60994154,7.028136126721541e-10,1.514171781885353e-08,Fib4
FLRT2,0.95710886,7.469461047787511e-10,1.6047259845985126e-08,Fib4
APOL3,0.97551817,7.509158163926582e-10,1.610988636994081e-08,Fib4
SAV1,0.7824396,7.573643008032865e-10,1.620271665934202e-08,Fib4
NR2F2,0.8485733,8.029923299036489e-10,1.713087687050033e-08,Fib4
UBA52,0.12561308,9.168238483416715e-10,1.9423695261330143e-08,Fib4
SNHG8,0.42214665,1.0010286823412662e-09,2.1061588323364795e-08,Fib4
TMEM37,0.9659048,1.3178093308360192e-09,2.7387125889143117e-08,Fib4
PFDN5,0.17760529,2.0251151684008985e-09,4.093844687363302e-08,Fib4
SH3KBP1,0.49672142,2.37122092458914e-09,4.747103489265939e-08,Fib4
SNAI2,0.6466397,2.374848618376487e-09,4.748143016452989e-08,Fib4
IFI30,2.2200873,3.942576705299458e-09,7.770691506251513e-08,Fib4
RFTN1,0.72410005,8.897564933787588e-09,1.6779049921432766e-07,Fib4
HLA-DRB1,1.5792042,9.030966984218366e-09,1.7009620306280584e-07,Fib4
LAP3,0.8439702,1.0670994996347346e-08,1.9975422618775208e-07,Fib4
CSF1,0.8742365,1.8936972102514545e-08,3.4666918287524705e-07,Fib4
CLSTN3,2.168123,2.4038014600985977e-08,4.324860695289291e-07,Fib4
RAB13,0.50192404,3.0311598079196804e-08,5.352712839996892e-07,Fib4
RPL22,0.1569849,3.36434306905239e-08,5.920546126702218e-07,Fib4
C1orf54,1.714657,3.534601505381906e-08,6.184540434674526e-07,Fib4
ZFP36L2,0.2408503,4.4555119532222345e-08,7.72507889732913e-07,Fib4
MSC,1.7675552,4.837709566134915e-08,8.33100491800573e-07,Fib4
HLA-DRA,1.2332286,9.381822220028145e-08,1.5543094838495652e-06,Fib4
ITM2A,0.41045764,9.857691319975427e-08,1.6313784930945248e-06,Fib4
FOS,4.5238814,0.0,0.0,Fib5
ZFP36,3.6841674,0.0,0.0,Fib5
EGR1,3.567219,0.0,0.0,Fib5
JUNB,3.646027,0.0,0.0,Fib5
NFKBIA,2.7900975,0.0,0.0,Fib5
JUN,3.0753214,0.0,0.0,Fib5
HSPA1A,2.678908,0.0,0.0,Fib5
IER2,2.9818416,0.0,0.0,Fib5
IER3,3.1941028,0.0,0.0,Fib5
GADD45B,2.8291488,0.0,0.0,Fib5
DUSP1,2.557108,0.0,0.0,Fib5
DNAJB1,2.7636156,0.0,0.0,Fib5
FOSB,3.1994288,0.0,0.0,Fib5
CYR61,2.2827706,0.0,0.0,Fib5
PPP1R15A,2.505339,0.0,0.0,Fib5
RPS2,1.2153193,0.0,0.0,Fib5
SOCS3,3.0150938,0.0,0.0,Fib5
RPL13,0.92394906,0.0,0.0,Fib5
EIF1,1.0979778,0.0,0.0,Fib5
RPL8,1.2185314,0.0,0.0,Fib5
IGFBP7,1.5568794,0.0,0.0,Fib5
RPL9,1.7091901,0.0,0.0,Fib5
APOE,2.265976,0.0,0.0,Fib5
RPS9,1.2133869,0.0,0.0,Fib5
ATF3,3.5244436,2.901889303187079e-297,1.5284951415925046e-294,Fib5
RPS18,0.87564766,3.9308854226818774e-297,2.001475827715523e-294,Fib5
HES1,2.4521995,1.4744463587874884e-295,7.26521552596093e-293,Fib5
FTH1,0.94964224,4.73616596511347e-280,2.260779222409633e-277,Fib5
RPL3,2.4883244,1.0546598742512712e-271,4.8817968421782324e-269,Fib5
RPL10,1.5960015,5.796021465844464e-270,2.6039478791404176e-267,Fib5
RPL18A,1.5500683,2.628791377816169e-268,1.1472796656040567e-265,Fib5
RPL13A,1.5059702,6.3424538401573365e-264,2.691138400233425e-261,Fib5
RPL7,2.235671,7.0878951122173e-258,2.9261512929491688e-255,Fib5
RPL11,0.75601524,1.8822902326526462e-253,7.566311395728729e-251,Fib5
CCL2,2.5699358,3.143933309076318e-253,1.2313738793882246e-250,Fib5
RPS6,0.700894,7.196832818152079e-253,2.7482905324318248e-250,Fib5
GSN,1.2097228,2.250827064921637e-252,8.385703272360488e-250,Fib5
EEF1A1,1.7345958,4.80610019295631e-252,1.7479328677954198e-249,Fib5
RPL21,1.8701507,2.448955398175915e-246,8.501771297076615e-244,Fib5
H3F3B,1.0835154,2.785872037168601e-243,9.456487859500084e-241,Fib5
CFD,1.2082247,4.79937378009509e-239,1.5597964785309044e-236,Fib5
CEBPD,1.7440118,1.0878234034294203e-238,3.461771351538416e-236,Fib5
HSPA1B,2.1114852,7.212917837787539e-238,2.2485167341266256e-235,Fib5
NR4A1,2.6310914,1.1911512474167607e-236,3.638967060858204e-234,Fib5
RPL41,1.5300454,2.3966183500201567e-236,7.178106920893704e-234,Fib5
IRF1,2.6418748,2.4057641994603747e-234,6.933593989954193e-232,Fib5
FTL,0.78112864,2.2577121528403432e-231,6.27028238811568e-229,Fib5
RPS5,0.94703686,8.238689532077531e-231,2.2472496893300765e-228,Fib5
APOD,1.4139885,1.0428961917831075e-230,2.7947788297345557e-228,Fib5
RPS27,1.4701688,6.818094820433955e-229,1.7956275583125634e-226,Fib5
MYC,2.7357302,1.5468299261908099e-226,4.0047164614516306e-224,Fib5
RPS3A,1.309076,4.26983336218261e-225,1.0870284101223228e-222,Fib5
RPL32,0.7536575,2.6070416012920367e-224,6.5282885999567e-222,Fib5
RGS16,2.9431894,6.155585076453459e-224,1.5165574523036544e-221,Fib5
ID3,1.7823886,2.7194900415946897e-220,6.593684188152204e-218,Fib5
NOP53,1.3001589,3.556428236144022e-218,8.488193954234364e-216,Fib5
EEF1D,1.2862319,9.952626443713937e-217,2.338867214272775e-214,Fib5
RPL6,1.0280155,4.966698969324319e-216,1.1494897993398329e-213,Fib5
RPL10A,0.87573844,5.416399554451999e-213,1.2166985763860925e-210,Fib5
RPSA,1.9936283,3.013605732748712e-210,6.576118223962369e-208,Fib5
RPL19,0.6580312,1.1349386675246216e-205,2.441716640343464e-203,Fib5
ZFP36L2,1.251784,1.2178398974476173e-202,2.5836811713211602e-200,Fib5
RPS3,0.9014884,9.026161190424561e-201,1.86317043491534e-198,Fib5
SLC25A6,1.9324361,2.4200216323827174e-199,4.9287773912861344e-197,Fib5
RPS15,0.8456175,3.1444632157974902e-198,6.237879950819048e-196,Fib5
RPL12,0.72472215,4.863148491936509e-198,9.523665796708997e-196,Fib5
CXCL12,1.2950281,9.920992706354427e-198,1.9182678935387834e-195,Fib5
DNAJA1,1.6324495,6.567390753070512e-186,1.238480169792001e-183,Fib5
RPL7A,0.9138639,6.270109999851442e-184,1.1679991493625703e-181,Fib5
RPL15,0.7697314,8.83550402701728e-183,1.6260520965384213e-180,Fib5
CIRBP,1.19604,3.68911442006691e-182,6.708478900776434e-180,Fib5
CXCL2,3.5091536,1.226804266501835e-177,2.2046394318606505e-175,Fib5
RPL14,0.76839316,2.1294462682080455e-177,3.782243226381151e-175,Fib5
RPL29,0.83182883,7.77445019949677e-177,1.364996859739232e-174,Fib5
RPS4X,0.6484221,1.0972922429145255e-175,1.9046748875590202e-173,Fib5
RPS14,0.6901669,2.7406830099925714e-174,4.703812694116464e-172,Fib5
NNMT,1.2466582,1.5934095677185888e-172,2.674651774384774e-170,Fib5
MALAT1,1.9063631,2.0284600645957975e-171,3.367905161597914e-169,Fib5
RPL23A,0.8218692,2.1991927317727135e-171,3.612114943852495e-169,Fib5
DDX5,1.6165575,1.1928743550566925e-168,1.9384208269671254e-166,Fib5
