"","gene","log.fold.change","p.value","adjusted.p.value","cluster","adjusted.p.value_minus_log10"
"5449","FBXO32",-1.868326,6.34003913707276e-49,1.22898601292876e-47,"Fib1",46.9104530597844
"5450","CMKLR1",-2.091716,5.13468329638633e-49,9.97866251301542e-48,"Fib1",47.0009276653402
"5451","SLC25A6",-1.2113152,6.45861380727952e-50,1.26806331498965e-48,"Fib1",47.8968590613879
"5452","BHLHE41",-1.0914627,5.95046050684949e-50,1.17281657086614e-48,"Fib1",47.9307699064607
"5453","BTF3",-0.56902814,3.85395008817989e-50,7.63541992178311e-49,"Fib1",48.1171670732509
"5454","SMAGP",-2.9600239,6.26210840686777e-50,1.23116144960583e-48,"Fib1",47.9096849916866
"5455","RSPO4",-4.562064,6.26260194005717e-50,1.23116144960583e-48,"Fib1",47.9096849916866
"5456","CIRBP",-0.69577694,2.01545681894194e-50,3.99819518303092e-49,"Fib1",48.3981360084059
"5457","EIF3H",-0.69948035,1.29855503801169e-50,2.5827380476079e-49,"Fib1",48.5879196396058
"5458","KLF5",-2.7553344,1.25172511075543e-50,2.49609674501164e-49,"Fib1",48.6027385860527
"5459","NKD2",-2.5732186,1.97476110189455e-51,3.98473921155075e-50,"Fib1",49.399600096524
"5460","KIF26A",-5.8833365,2.51895443391384e-51,5.06943728300842e-50,"Fib1",49.2950402454886
"5461","MEIS2",-1.6346887,1.24026554242524e-51,2.51928938305126e-50,"Fib1",49.5987219435603
"5462","C9orf3",-1.4956337,9.37982913064948e-52,1.91546644345817e-50,"Fib1",49.7177254519026
"5463","NTRK3",-6.5133696,1.11208179866995e-51,2.26493992995781e-50,"Fib1",49.6449433117235
"5464","TMEM158",-3.8268323,2.20088293762215e-52,4.53079337899977e-51,"Fib1",50.3438257428101
"5465","DOK6",-2.3395474,1.37210388544547e-52,2.83228200678101e-51,"Fib1",50.5478635066703
"5466","MLLT11",-2.7919755,1.21421543298357e-52,2.50976194030096e-51,"Fib1",50.6003674709161
"5467","ACTA2",-1.2062318,2.90045721396861e-53,6.05252512887576e-52,"Fib1",51.2180633987785
"5468","SET",-0.79120755,2.09891324760103e-53,4.41002749066104e-52,"Fib1",51.3555587032748
"5469","NSA2",-0.8594741,1.60668244640759e-53,3.38511370605185e-52,"Fib1",51.4704267387716
"5470","NME4",-1.239655,1.73006697070714e-53,3.64005137431839e-52,"Fib1",51.4388924868384
"5471","TSPAN11",-2.2425518,2.10469665695353e-53,4.416104592715e-52,"Fib1",51.35496064916
"5472","EIF3L",-0.72042185,6.33322304853591e-54,1.34174732408302e-52,"Fib1",51.8723292621763
"5473","SEPT4",-3.171846,6.55763206381907e-54,1.38736606336338e-52,"Fib1",51.8578089330701
"5474","SLC26A7",-5.7376447,6.89773983273507e-54,1.45730257185378e-52,"Fib1",51.8364502686528
"5475","GMFG",-3.411496,4.35734031167082e-54,9.24421850844052e-53,"Fib1",52.0341297975191
"5476","RPL39",-1.2569165,1.57799108378305e-54,3.36175924752945e-53,"Fib1",52.4734333917928
"5477","SMOC1",-4.2802486,2.26218185836775e-54,4.81265012347735e-53,"Fib1",52.3176157101004
"5478","PAFAH1B3",-3.8915143,4.0252736806549e-55,8.66000781295825e-54,"Fib1",53.062481716167
"5479","H3F3B",-0.593777,9.58911901382071e-56,2.08355324233444e-54,"Fib1",53.6811953972674
"5480","GPC1",-1.9561683,1.36540007536911e-55,2.9583668299664e-54,"Fib1",53.5289479755884
"5481","GPX7",-1.3148459,5.33597853743978e-56,1.16438674513418e-54,"Fib1",53.9339027470222
"5482","COL18A1",-1.5538142,4.64382018525391e-56,1.01479761559018e-54,"Fib1",53.9936205618851
"5483","PTGER3",-1.6586246,1.88425997064196e-56,4.15325700599652e-55,"Fib1",54.3816111936595
"5484","KRT17",-2.8455415,1.34464500817752e-56,2.96812897397568e-55,"Fib1",54.5275172316043
"5485","TBXA2R",-4.242521,1.31966104954602e-56,2.91719573542916e-55,"Fib1",54.5350344299921
"5486","NPNT",-4.955503,9.93874252380522e-57,2.20020713117572e-55,"Fib1",54.657536432045
"5487","ADAM12",-2.8473651,6.28071384086856e-57,1.39242240811709e-55,"Fib1",54.8562289962731
"5488","PFDN5",-0.66383946,2.33333774160572e-57,5.20317284715728e-56,"Fib1",55.283731746789
"5489","TMEM204",-1.433246,1.70548933692593e-57,3.8086768452549e-56,"Fib1",55.4192258743531
"5490","FMOD",-0.8900134,9.89618576463243e-58,2.21648442162405e-56,"Fib1",55.6543353167565
"5491","LOXL2",-1.7443541,1.21849409468517e-57,2.72510941380907e-56,"Fib1",55.5646160560077
"5492","MARCKSL1",-2.730192,7.93482051457174e-58,1.77980004934043e-56,"Fib1",55.7496287855258
"5493","NUAK1",-2.1402216,4.46645694528201e-58,1.00775671845174e-56,"Fib1",55.996644297837
"5494","APOE",-1.427201,3.15043898114205e-58,7.1187803900806e-57,"Fib1",56.1475944045693
"5495","RPSA",-1.3196387,9.10032694134441e-59,2.06549025303174e-57,"Fib1",56.6849768501014
"5496","NRP2",-2.627868,5.07897801656309e-59,1.15448495837799e-57,"Fib1",56.9376117210716
"5497","RPL3",-1.2755105,2.47639556779644e-59,5.63739825604927e-58,"Fib1",57.2489212832045
"5498","RUNX1T1",-1.0779831,3.20204626365612e-60,7.34403253413623e-59,"Fib1",58.1340654078737
"5499","KIAA0040",-3.0251122,6.28459023535432e-60,1.4370825725305e-58,"Fib1",57.8425182772631
"5500","TTC3",-0.79176927,6.20248902075205e-61,1.4355002998786e-59,"Fib1",58.8429967124426
"5501","ANP32B",-0.9387403,4.15626804561125e-61,9.63383829995628e-60,"Fib1",59.016200647416
"5502","RPL36A",-1.070344,2.66015847591703e-61,6.19419523165131e-60,"Fib1",59.2080151104593
"5503","CYR61",-0.9938783,1.53151658689088e-61,3.57705135546761e-60,"Fib1",59.4464748246718
"5504","CHN1",-2.3481443,2.10248968709102e-61,4.90313434661303e-60,"Fib1",59.3095262068572
"5505","RPL21",-0.9880601,1.05079807484354e-61,2.46558227238635e-60,"Fib1",59.6080805012053
"5506","SOX18",-5.563159,5.22426514960847e-62,1.22959399322449e-60,"Fib1",59.9102382671054
"5507","RPL41",-0.80387354,5.05864654695886e-63,1.19799730239995e-61,"Fib1",60.9215441598717
"5508","SRPX",-1.0587138,2.65933971866694e-63,6.30767301283191e-62,"Fib1",61.2001308284065
"5509","RPL7",-1.1977863,2.33167846482832e-63,5.56506071097696e-62,"Fib1",61.2545300934499
"5510","FOXD1",-2.929802,2.4620469839248e-63,5.86704643985201e-62,"Fib1",61.2315804741679
"5511","MYO10",-2.5692546,4.42777533106511e-64,1.06510658554362e-62,"Fib1",61.9726069300682
"5512","DUSP4",-2.7669554,2.55572548383382e-64,6.15752472642927e-63,"Fib1",62.2105938355132
"5513","FAU",-0.6097739,5.17498513401398e-65,1.25472853844545e-63,"Fib1",62.9014502239897
"5514","ADAMTS9",-4.10271,4.56533299632325e-65,1.10867188424225e-63,"Fib1",62.9551969659766
"5515","LMO4",-1.3214113,6.73175748325404e-66,1.64787813392156e-64,"Fib1",63.7830749089753
"5516","PTK7",-2.332592,8.91626726317383e-66,2.17218472799011e-64,"Fib1",63.6631032440301
"5517","CNN2",-0.993674,3.81066049514304e-67,9.46468927858699e-66,"Fib1",65.023893639155
"5518","MOB3B",-1.9427195,4.95485631868494e-68,1.24482615572225e-66,"Fib1",65.90489129506
"5519","RBP4",-3.3275867,8.84894548316992e-68,2.21586298779378e-66,"Fib1",65.6544570965992
"5520","FBL",-0.99115294,2.25697363761436e-68,5.69839211810898e-67,"Fib1",66.2442476693697
"5521","F13A1",-1.4694691,1.4853879321333e-68,3.76273642841395e-67,"Fib1",66.4244962020082
"5522","RPL18A",-0.8422821,5.02116612654053e-69,1.28904727030095e-67,"Fib1",66.8897311564601
"5523","COL7A1",-4.083133,5.56187929028858e-69,1.42069742741067e-67,"Fib1",66.8474984059557
"5524","NRP1",-1.2787441,1.12886971022124e-69,2.91275081480227e-68,"Fib1",67.5356966675815
"5525","MMP11",-2.8027573,2.51981532080652e-69,6.47982811874067e-68,"Fib1",67.1884365138937
"5526","NXN",-2.9396884,4.10609573689068e-71,1.07214722018812e-69,"Fib1",68.9697455760934
"5527","FRZB",-2.7452402,4.88062821276995e-72,1.28537234396657e-70,"Fib1",69.8909710485923
"5528","TFAP2A",-4.811887,1.98482891054174e-72,5.26358708481337e-71,"Fib1",70.2787181873692
"5529","RPS28",-0.8496686,3.5680050532346e-73,9.5784318432616e-72,"Fib1",71.0187055867006
"5530","PTCH1",-3.2105117,9.90255437689954e-73,2.63981706993264e-71,"Fib1",70.5784261671724
"5531","EGFLAM",-2.6284835,7.13323878183141e-73,1.90489899287543e-71,"Fib1",70.7201280478098
"5532","FOS",-1.1756431,1.69442923346004e-74,4.60541041656621e-73,"Fib1",72.3367316610789
"5533","NID2",-2.2457511,2.64186229932207e-74,7.16775250837382e-73,"Fib1",72.144616998617
"5534","HSP90AB1",-0.71801794,1.63445188384488e-75,4.49842387851001e-74,"Fib1",73.3469396241728
"5535","KCNMB4",-3.073675,3.58220133545419e-75,9.80611566291448e-74,"Fib1",73.008502988566
"5536","TNS3",-1.3774245,1.1359738685424e-75,3.13213011588179e-74,"Fib1",73.5041602046487
"5537","SEMA3G",-4.217924,3.83019970146472e-75,1.04662433702815e-73,"Fib1",72.9802091708823
"5538","LAMA2",-0.9368653,2.44183424614496e-76,6.79399236973848e-75,"Fib1",74.1678749452173
"5539","FKBP11",-1.8321584,2.4316719760219e-76,6.77806376528002e-75,"Fib1",74.1688943498127
"5540","SH3KBP1",-1.1153114,1.20015387291196e-76,3.3674544055546e-75,"Fib1",74.472698275798
"5541","CLEC14A",-3.900668,4.86248663400909e-76,1.34799425289453e-74,"Fib1",73.8703119593894
"5542","ADGRE2",-4.6385765,1.15028685583444e-76,3.23584377953427e-75,"Fib1",74.4900124534763
"5543","MT-CO1",-0.39377254,1.0558637476745e-77,2.99782876314647e-76,"Fib1",75.5231931778068
"5544","CGNL1",-1.4242945,7.54576984785383e-78,2.14639915132155e-76,"Fib1",75.6682895120545
"5545","LRRC15",-1.2435545,4.03839405109359e-78,1.15301811458794e-76,"Fib1",75.9381638696318
"5546","GEM",-1.701089,3.07297313954996e-78,8.79019938326323e-77,"Fib1",76.0560012739514
"5547","CRABP1",-3.4405546,1.93445796056401e-78,5.54387342356758e-77,"Fib1",76.256186693994
"5548","SESN3",-1.5226537,4.24168010984956e-79,1.22248422033872e-77,"Fib1",76.9127567379827
"5549","GLT8D2",-1.2779785,1.751532976299e-79,5.06717163124379e-78,"Fib1",77.2952343853798
"5550","EIF4B",-1.0296668,1.07795105953495e-79,3.12442171430671e-78,"Fib1",77.5052303525682
"5551","ZFAS1",-0.89623886,1.67166992207155e-80,4.89171610337986e-79,"Fib1",78.3105387557063
"5552","SDC1",-3.28968,5.37350902718379e-80,1.56343524552824e-78,"Fib1",77.8059201016882
"5553","ACAN",-6.124049,2.91208867636002e-80,8.50519207101325e-79,"Fib1",78.0703158743572
"5554","COL6A6",-1.7701751,2.41943138704664e-81,7.12077349463149e-80,"Fib1",79.1474728285254
"5555","EEF1A1",-0.95533013,8.95993951449459e-83,2.6888620055777e-81,"Fib1",80.5704314855245
"5556","TRIL",-2.2359998,1.80205124640604e-82,5.35531766320084e-81,"Fib1",80.2712147628744
"5557","RPL14",-0.6309904,2.68802192151199e-83,8.09852758404253e-82,"Fib1",81.091593934239
"5558","THSD4",-3.2604754,1.45386258511177e-82,4.33745136476217e-81,"Fib1",80.3627653818573
"5559","EEF1B2",-0.856607,1.61707966881144e-83,4.90097062323309e-82,"Fib1",81.3097179006716
"5560","FAM213A",-2.7645383,1.6632504273072e-83,5.03092084695395e-82,"Fib1",81.298352515511
"5561","AL513283.1",-3.8924327,4.22694419074751e-84,1.29391928885107e-82,"Fib1",81.8880928129253
"5562","RUNX2",-4.2689724,3.42019412256728e-84,1.04906556671115e-82,"Fib1",81.9791973675062
"5563","SLC40A1",-1.7246509,1.37517800884871e-85,4.26948050511463e-84,"Fib1",83.369624965136
"5564","RAB13",-1.2251488,7.57598136537506e-86,2.36169623175723e-84,"Fib1",83.6267759633506
"5565","RPS25",-0.6458495,5.36953838168006e-87,1.70874372458673e-85,"Fib1",84.7673230673809
"5566","COL1A1",-0.6945089,5.0034675934994e-87,1.59663026006601e-85,"Fib1",84.7967956440396
"5567","ADAMTS12",-2.2475824,1.01671216587808e-86,3.21537853701607e-85,"Fib1",84.4927678915236
"5568","APELA",-3.0988264,2.90506616389567e-88,9.42141945934318e-87,"Fib1",86.0258836601669
"5569","JUNB",-1.5275245,4.85962753243365e-89,1.58274649377237e-87,"Fib1",86.8005886398896
"5570","EIF3E",-0.93240714,3.46917899916351e-90,1.14700669290525e-88,"Fib1",87.9404340479371
"5571","HES1",-1.6303742,4.92460727646659e-90,1.62469494920145e-88,"Fib1",87.7892281696482
"5572","RPS27",-0.9946685,9.9184225053827e-91,3.30073864422049e-89,"Fib1",88.4813888621788
"5573","RPL35",-0.6849465,5.75676501228966e-91,1.92839003427028e-89,"Fib1",88.7148051215743
"5574","EMP2",-1.2106596,5.17763218264934e-91,1.73820508988942e-89,"Fib1",88.7598989826903
"5575","SOX4",-1.4570869,4.47648635134608e-92,1.50945538668458e-90,"Fib1",89.8211797184163
"5576","UQCRB",-0.92841065,7.96310412983594e-93,2.70905157200989e-91,"Fib1",90.5671827272569
"5577","EDIL3",-2.021483,1.03233139715037e-92,3.49642174977204e-91,"Fib1",90.4563761868639
"5578","DKK2",-1.3160422,1.94302887362956e-93,6.63976869008759e-92,"Fib1",91.1778470499043
"5579","CYYR1",-3.8135252,1.55037441447069e-93,5.32179082719996e-92,"Fib1",91.2739421993784
"5580","CPXM2",-2.1656535,4.11613551826117e-96,1.45879280838606e-94,"Fib1",93.8360063863549
"5581","SNAI2",-1.6961267,1.35998421331703e-97,4.87646921559099e-96,"Fib1",95.3118945130746
"5582","SPATS2L",-1.4246249,8.68058990109322e-98,3.12726440422639e-96,"Fib1",95.5048353984366
"5583","TBX15",-1.5090617,7.05008816723366e-98,2.55189802735768e-96,"Fib1",95.5931366838069
"5584","NOTCH3",-2.7954676,8.14154289791426e-98,2.9400016020246e-96,"Fib1",95.5316524329381
"5585","C12orf57",-0.9059394,9.14414507354769e-100,3.4150810757565e-98,"Fib1",97.4665989814888
"5586","COL4A2",-1.5729784,9.46400806046316e-100,3.52592007618475e-98,"Fib1",97.452727536298
"5587","DTX4",-2.9598777,3.92962331953105e-99,1.45338973864011e-97,"Fib1",96.837617910379
"5588","LEF1",-5.9007325,2.9419920124828e-100,1.11234970273948e-98,"Fib1",97.9537586569137
"5589","SLC5A3",-1.6242772,3.2603098263718e-102,1.27043960708748e-100,"Fib1",99.8960459751882
"5590","RPS4Y1",-1.9390781,6.90695521894408e-105,2.7474932544107e-103,"Fib1",102.561063365174
"5591","MRPS6",-1.2349893,1.96167204020251e-105,7.86470877010325e-104,"Fib1",103.104317354653
"5592","PDE1A",-2.962557,1.45569505038956e-104,5.7456697402327e-103,"Fib1",102.240659340773
"5593","RAI14",-2.3614218,2.65315772019039e-105,1.06091581612325e-103,"Fib1",102.974319076083
"5594","MYL4",-8.0564785,1.32901357397196e-106,5.38479637730018e-105,"Fib1",104.268830714629
"5595","RPL13A",-0.9977954,7.21862483481077e-109,2.9640993105305e-107,"Fib1",106.528107249649
"5596","RPS21",-0.7831596,1.91467431061445e-109,7.90450002557722e-108,"Fib1",107.102125594802
"5597","RPS17",-0.7833852,1.07857565051384e-110,4.50143253049151e-109,"Fib1",108.346649254873
"5598","TENM3",-4.191177,1.81652422218363e-109,7.51962262706096e-108,"Fib1",107.123803953969
"5599","RPL27A",-0.64993715,2.78755540192416e-111,1.16977771330746e-109,"Fib1",108.931896657105
"5600","TSHZ3",-2.4202101,1.27229561312869e-110,5.29545381213646e-109,"Fib1",108.276096815602
"5601","RPS20",-0.6345768,9.76619405601266e-113,4.15539315335915e-111,"Fib1",110.381387880121
"5602","ITM2C",-2.223762,2.17146119802362e-112,9.13748479333629e-111,"Fib1",110.039173332789
"5603","ROBO2",-2.237258,1.11032904144322e-112,4.68515914586883e-111,"Fib1",110.329275652375
"5604","RPS7",-0.82213205,1.11427355499616e-115,4.80805891315432e-114,"Fib1",113.318030219562
"5605","RPL29",-0.8148658,4.31231577508735e-116,1.87132453024032e-114,"Fib1",113.727850889426
"5606","DIO2",-1.815962,3.92809487618363e-116,1.70944869611695e-114,"Fib1",113.767143928695
"5607","RPL22",-0.8958546,5.17170246913184e-117,2.26354599472748e-115,"Fib1",114.645210676316
"5608","LRRN3",-4.729601,1.78270793891539e-115,7.67066584984014e-114,"Fib1",113.115166935613
"5609","PRSS23",-1.2383629,1.288903388724e-118,5.69017319732921e-117,"Fib1",116.244874514361
"5610","COL6A3",-0.90967727,2.97536535269588e-120,1.33280662059911e-118,"Fib1",117.875232858612
"5611","COLEC12",-1.5526606,2.15603773610348e-120,9.71488979910935e-119,"Fib1",118.012562121457
"5612","NACA",-0.803705,2.66599436762966e-121,1.21199595135545e-119,"Fib1",118.916498830918
"5613","EMID1",-3.3951683,2.73228779487458e-120,1.22752047255027e-118,"Fib1",117.910971255994
"5614","RPS15",-0.8136862,9.33210821089223e-123,4.31963493701148e-121,"Fib1",120.364552954931
"5615","CHCHD10",-1.7480655,3.73850515888583e-122,1.72005018981871e-120,"Fib1",119.764458880509
"5616","SNHG8",-1.383798,8.94281980711329e-123,4.15202348187403e-121,"Fib1",120.381740198989
"5617","RPL7A",-0.8842443,1.80471890870169e-123,8.43030010104535e-122,"Fib1",121.074156965125
"5618","RPS9",-0.89733624,7.62173132143428e-124,3.57122533542664e-122,"Fib1",121.447182746042
"5619","INHBA",-2.450487,3.32456098643742e-124,1.56254366362559e-122,"Fib1",121.806167837916
"5620","RPL8",-0.8872151,1.67192683147106e-126,8.03103218576116e-125,"Fib1",124.095228633579
"5621","ALX4",-5.195175,1.55594724697425e-127,7.56913827946868e-126,"Fib1",125.120953560629
"5622","CCDC3",-2.5271757,6.43770013416029e-130,3.18239060030092e-128,"Fib1",127.497246516976
"5623","COL21A1",-3.4902365,1.18948848446892e-129,5.86110858072991e-128,"Fib1",127.232020232965
"5624","COL5A2",-1.1310415,8.44277679189393e-134,4.27031177139668e-132,"Fib1",131.369540416391
"5625","RPLP0",-0.8242446,3.519695447407e-134,1.78615773950638e-132,"Fib1",131.748080190256
"5626","RPL36",-0.86594033,3.31797180292319e-134,1.68940064298839e-132,"Fib1",131.77226734486
"5627","RPL28",-0.850342,5.426406308616e-135,2.77218583157557e-133,"Fib1",132.557177660452
"5628","TNC",-2.9050677,1.87312521460033e-133,9.41183804375659e-132,"Fib1",131.026325554648
"5629","RPS3A",-1.1287248,4.2334954283101e-136,2.19954566896044e-134,"Fib1",133.657667016378
"5630","RPS29",-0.87169105,4.26697040901355e-137,2.24751631026489e-135,"Fib1",134.648297147901
"5631","TRPS1",-2.2440932,4.15745943174282e-136,2.1674127242277e-134,"Fib1",133.664058381349
"5632","UGT3A2",-6.8838687,9.32786244586784e-136,4.81361820475106e-134,"Fib1",133.317528359043
"5633","APCDD1",-1.9386702,5.40263340400791e-140,2.89562193846389e-138,"Fib1",137.538258141631
"5634","COL3A1",-0.87321,2.5854239494218e-142,1.42571663636888e-140,"Fib1",139.845966782682
"5635","RPL27",-0.80396926,2.43973346265237e-143,1.35516104152782e-141,"Fib1",140.868009092029
"5636","RPS5",-0.90604293,1.37553762376265e-144,7.7532609605072e-143,"Fib1",142.110515598231
"5637","RFLNB",-2.6021667,5.37701611965742e-143,2.97586671115098e-141,"Fib1",140.526386524708
"5638","TAGLN",-2.156825,8.49426021725557e-144,4.73539506637149e-142,"Fib1",141.324643782661
"5639","RPL38",-0.8795622,1.59340086553795e-145,9.04802907847292e-144,"Fib1",143.043446012349
"5640","SEPT11",-1.3064927,4.65709611512712e-150,2.74660784396011e-148,"Fib1",147.561203343988
"5641","EDNRB",-3.57186,3.30970661431256e-151,1.9748347083447e-149,"Fib1",148.704469248523
"5642","RPL9",-1.3166907,6.46575960425089e-154,3.91922531567192e-152,"Fib1",151.40679976828
"5643","RPL24",-0.8432365,1.12870392438024e-154,6.86890535653711e-153,"Fib1",152.163112467525
"5644","RASL11B",-3.3887691,5.05633170348775e-152,3.05278524785674e-150,"Fib1",149.515303745636
"5645","PALLD",-1.4833789,8.61278201654115e-156,5.28354398805888e-154,"Fib1",153.277074672514
"5646","RACK1",-0.8513393,3.78696961352913e-158,2.38049221591183e-156,"Fib1",155.623333234308
"5647","JAM2",-2.5032141,2.55840612881442e-156,1.58860380559514e-154,"Fib1",153.798984401407
"5648","PPP1R14A",-5.501361,2.08942505499827e-155,1.27663870860394e-153,"Fib1",152.893931991586
"5649","RPS11",-0.7610801,3.91360621929576e-160,2.48051182571547e-158,"Fib1",157.605458698146
"5650","LRRC17",-2.123762,3.41189759265463e-159,2.15358412098345e-157,"Fib1",156.666838159627
"5651","MAFB",-1.7875658,7.05303040982896e-161,4.48895997958906e-159,"Fib1",158.347854266445
"5652","RPL30",-0.7906534,2.7256540732034e-162,1.75672430245493e-160,"Fib1",159.755296390649
"5653","RPL37",-0.81396234,4.66014034942216e-165,3.0290912271244e-163,"Fib1",162.518687646826
"5654","RPL23A",-0.94663507,1.56840524472798e-167,1.05076272426403e-165,"Fib1",164.97849534218
"5655","RPL23",-0.8299479,6.57212997901879e-169,4.46174601908942e-167,"Fib1",166.350495155174
"5656","RPS12",-0.7983566,2.46519096396625e-169,1.68860053697688e-167,"Fib1",166.772473076957
"5657","RPLP2",-0.7814788,1.73198525070345e-171,1.20254885020433e-169,"Fib1",168.91989727259
"5658","RPS14",-0.82004756,9.91903644832625e-174,6.9501505389075e-172,"Fib1",171.158005788574
"5659","PTMA",-1.1377453,2.04761220403266e-179,1.47534322719806e-177,"Fib1",176.831106932677
"5660","WFDC1",-6.386445,1.42449052864869e-183,1.04611023197638e-181,"Fib1",180.980422550061
"5661","RPL6",-1.1229843,5.64207276984782e-189,4.33078701303646e-187,"Fib1",186.363433174233
"5662","A2M",-3.1060927,1.44609991045227e-187,1.10445880660792e-185,"Fib1",184.956850477526
"5663","GPM6B",-4.026834,2.38524296677035e-187,1.81266598594115e-185,"Fib1",184.741682214562
"5664","PTN",-2.1694696,3.04419555568205e-192,2.36041051335246e-190,"Fib1",189.627012459666
"5665","SFRP1",-2.0900438,1.78982668193236e-194,1.40925786425344e-192,"Fib1",191.851009532955
"5666","MEF2C",-2.912412,1.97638068071012e-193,1.54026606621669e-191,"Fib1",190.812404252469
"5667","RPS19",-1.0823234,1.27130205288986e-197,1.01670884072736e-195,"Fib1",194.992803400046
"5668","WWTR1",-1.9414163,2.04671571725153e-197,1.62831159276131e-195,"Fib1",194.788262485154
"5669","KIF26B",-5.881763,4.84278166287693e-194,3.79351230258693e-192,"Fib1",191.420958503155
"5670","TMEM119",-1.8823547,6.78101569656457e-200,5.50957525345871e-198,"Fib1",197.258881880674
"5671","PMEPA1",-1.7915307,2.1835840099274e-201,1.79323901890543e-199,"Fib1",198.746361819934
"5672","HAPLN1",-6.4453,6.73886125094808e-197,5.33347697451979e-195,"Fib1",194.272989575489
"5673","IGF1",-2.373145,1.16809780019939e-200,9.54154753906185e-199,"Fib1",198.020381181567
"5674","RPL15",-0.95541054,6.20242697373888e-206,5.20560835295941e-204,"Fib1",203.283528509401
"5675","COL4A1",-2.4459786,2.93611020596551e-203,2.45076958448761e-201,"Fib1",200.61069751816
"5676","NAP1L1",-1.4778574,8.79540363768687e-211,7.547741043015e-209,"Fib1",208.122183008549
"5677","RPL11",-0.88823897,3.04670158968231e-212,2.64422538536348e-210,"Fib1",209.577701529728
"5678","RPL19",-0.8563635,8.63437277956616e-215,7.6237019773337e-213,"Fib1",212.117834089302
"5679","LAMC3",-2.2691212,1.63978528039915e-212,1.4312982947484e-210,"Fib1",209.84426984614
"5680","STMN1",-3.6321154,4.0224960100562e-211,3.47139133071234e-209,"Fib1",208.459496425456
"5681","RPS15A",-0.9696427,2.89569597787081e-218,2.58665240128518e-216,"Fib1",215.587261928588
"5682","PABPC1",-1.3107826,5.33401640102584e-220,4.82113020861951e-218,"Fib1",217.316851138975
"5683","RPL35A",-0.9860907,6.02371621098676e-223,5.61050397090382e-221,"Fib1",220.250998125918
"5684","RPS16",-0.9779562,4.31387951609373e-223,4.04260795143139e-221,"Fib1",220.393338374122
"5685","SEMA5A",-3.261,7.3425665605506e-221,6.71603019235991e-219,"Fib1",218.17288736013
"5686","C6orf48",-1.6193434,8.42117940531786e-232,8.19321754243505e-230,"Fib1",229.086545513806
"5687","HNRNPA1",-1.5194023,2.16987430266257e-232,2.13837612730134e-230,"Fib1",229.669915902661
"5688","RPL18",-1.1598374,2.05529885523216e-234,2.03861623465397e-232,"Fib1",231.690664521578
"5689","DPEP1",-6.9229074,5.76125747684002e-227,5.46603776141189e-225,"Fib1",224.262327372366
"5690","RPL37A",-0.9267961,1.43657404356674e-236,1.44366240233434e-234,"Fib1",233.84053435382
"5691","MXRA5",-1.6708984,4.52030504735775e-236,4.51291892799933e-234,"Fib1",233.345542468261
"5692","RPS13",-0.96098787,1.6852396362966e-239,1.72765338553225e-237,"Fib1",236.762543384456
"5693","RPL12",-1.0324303,2.80700740398268e-243,2.93678343122161e-241,"Fib1",240.532128078705
"5694","ASPN",-2.1664984,1.51349134246444e-250,1.62806903212284e-248,"Fib1",247.788327184438
"5695","RPS4X",-0.99628884,1.02011937164484e-255,1.12915386970108e-253,"Fib1",252.947246872771
"5696","CDH11",-2.5747838,8.27147393504638e-252,9.02476888270239e-250,"Fib1",249.044563911223
"5697","TCF4",-1.7099255,2.82150650305105e-260,3.19248235808183e-258,"Fib1",257.495871494005
"5698","TPM2",-2.9584818,6.41021715610094e-260,7.19971081319426e-258,"Fib1",257.142684947285
"5699","RPL10A",-1.1933879,1.05123339075912e-268,1.24477442200353e-266,"Fib1",265.904909344275
"5700","MME",-3.5027375,1.68819677482027e-261,1.92441833846116e-259,"Fib1",258.715700513204
"5701","SPARCL1",-2.59999,2.06554336750602e-270,2.50406150306782e-268,"Fib1",267.601355008483
"5702","PTGDS",-2.682773,5.99864852877133e-273,7.33034850215856e-271,"Fib1",270.134875377478
"5703","RPLP1",-0.8938516,6.6624461983139e-282,8.48073880660374e-280,"Fib1",279.071566312171
"5704","NPM1",-1.6121488,4.98653064585229e-281,6.2949798029251e-279,"Fib1",278.201005658962
"5705","RPL26",-1.0236206,2.16868406505577e-285,2.80734314353618e-283,"Fib1",282.5517045
"5706","RPL5",-1.1583143,3.1224261424799e-292,4.11164304537763e-290,"Fib1",289.385984595898
"5707","LAMB1",-2.4129748,4.4583029599999e-290,5.82056219777765e-288,"Fib1",287.235035065591
"5708","RPS6",-0.9899541,8.97600769867117e-299,1.19224797910611e-296,"Fib1",295.923633405035
"5709","MDK",-2.9216464,1.29770945639905e-299,1.754204597035e-297,"Fib1",296.755919755222
"5710","GPC3",-2.0852187,4.59166308093362e-308,6.43464711571203e-306,"Fib1",305.191475265372
"5711","RPS8",-1.0201226,0,1.13225859916835e-307,"Fib1",306.946054372295
"5712","DKK3",-2.273517,0,1.13225859916835e-307,"Fib1",306.946054372295
"5713","RPL32",-1.1415168,0,1.13225859916835e-307,"Fib1",306.946054372295
"5714","RPL4",-1.3076926,0,1.13225859916835e-307,"Fib1",306.946054372295
"5715","RPS2",-1.3832418,0,1.13225859916835e-307,"Fib1",306.946054372295
"5716","RPS27A",-1.1411633,0,1.13225859916835e-307,"Fib1",306.946054372295
"5717","RPS3",-1.3738533,0,1.13225859916835e-307,"Fib1",306.946054372295
"5718","RPS18",-1.1690221,0,1.13225859916835e-307,"Fib1",306.946054372295
